symbol,date,open,high,low,close,volume
MSFT,2024-07-01,448.66,457.37,445.66,456.73,17662820
MSFT,2024-07-02,453.2,459.59,453.113,459.28,13979780
MSFT,2024-07-03,458.19,461.02,457.88,460.77,9932830
MSFT,2024-07-05,459.61,468.35,458.965,467.56,16000290
MSFT,2024-07-08,466.55,467.7,464.46,466.24,12962320
MSFT,2024-07-09,467.0,467.33,458.0,459.54,17228510
MSFT,2024-07-10,461.22,466.46,458.855,466.25,18196100
MSFT,2024-07-11,462.98,464.78,451.55,454.7,23111180
MSFT,2024-07-12,454.325,456.36,450.645,453.55,16324270
MSFT,2024-07-15,453.3,457.26,451.43,453.96,14429450
MSFT,2024-07-16,454.22,454.3,446.66,449.52,17175680
MSFT,2024-07-17,442.59,444.85,439.18,443.52,21754020
MSFT,2024-07-18,444.34,444.65,434.4,440.37,20794820
MSFT,2024-07-19,433.1,441.14,432.0,437.11,20940420
MSFT,2024-07-22,441.79,444.6,438.9125,442.94,15808760
MSFT,2024-07-23,443.895,448.39,443.1,444.85,13107050
MSFT,2024-07-24,440.45,441.48,427.585,428.9,26805800
MSFT,2024-07-25,428.8,429.8,417.51,418.4,29943800
MSFT,2024-07-26,418.2,428.915,417.27,425.27,23583840
MSFT,2024-07-29,431.58,432.15,424.7042,426.73,15125840
MSFT,2024-07-30,427.72,429.05,417.36,422.92,32687580
MSFT,2024-07-31,420.495,421.775,412.21,418.35,42891370
MSFT,2024-08-01,420.785,427.46,413.0901,417.11,30296400
MSFT,2024-08-02,412.49,415.0,404.34,408.49,29437900
MSFT,2024-08-05,389.17,401.04,385.58,395.15,40709240
MSFT,2024-08-06,400.0,405.67,398.5,399.61,24946530
MSFT,2024-08-07,408.635,410.08,397.47,398.43,20650910
MSFT,2024-08-08,402.44,405.86,399.9407,402.69,20203030
MSFT,2024-08-09,404.03,408.05,402.2624,406.02,19276670
MSFT,2024-08-12,407.06,408.76,404.2434,406.81,16762880
MSFT,2024-08-13,409.59,414.95,409.57,414.01,19414270
MSFT,2024-08-14,414.8,417.72,412.4456,416.86,18266980
MSFT,2024-08-15,419.8,421.11,417.66,421.03,20752140
MSFT,2024-08-16,420.6,421.34,417.3,418.47,22775590
MSFT,2024-08-19,418.96,421.75,416.46,421.53,15233960
MSFT,2024-08-20,421.7,425.86,421.64,424.8,16387580
