symbol,date,open,high,low,close,volume
AMZN,2024-07-01,193.49,198.2957,192.82,197.2,41192010
AMZN,2024-07-02,197.28,200.43,195.93,200.0,45600010
AMZN,2024-07-03,199.94,200.029,196.7601,197.59,31597930
AMZN,2024-07-05,198.65,200.55,198.17,200.0,39858890
AMZN,2024-07-08,200.04,201.2,197.96,199.29,34767260
AMZN,2024-07-09,199.4,200.57,199.045,199.34,32756740
AMZN,2024-07-10,199.995,200.11,197.69,199.79,32883750
AMZN,2024-07-11,200.09,200.2699,192.86,195.05,44565040
AMZN,2024-07-12,194.8,196.47,193.8301,194.49,30598530
AMZN,2024-07-15,194.56,196.19,190.83,192.72,40683230
AMZN,2024-07-16,195.59,196.62,192.24,193.02,33994710
AMZN,2024-07-17,191.35,191.58,185.99,187.93,48076140
AMZN,2024-07-18,189.59,189.68,181.448,183.75,51043630
AMZN,2024-07-19,181.14,184.93,180.11,183.13,43081830
AMZN,2024-07-22,185.0,185.06,182.48,182.55,39931920
AMZN,2024-07-23,184.1,189.39,183.56,186.41,47537670
AMZN,2024-07-24,183.2,185.45,180.41,180.83,41532360
AMZN,2024-07-25,182.91,183.8958,176.8,179.85,44464160
AMZN,2024-07-26,180.39,183.19,180.24,182.5,29505960
AMZN,2024-07-29,183.84,184.75,182.38,183.2,33270120
AMZN,2024-07-30,184.72,185.86,179.38,181.71,39508570
AMZN,2024-07-31,185.05,187.94,184.46,186.98,41667330
AMZN,2024-08-01,189.285,190.6,181.87,184.07,70435640
AMZN,2024-08-02,166.75,168.77,160.55,167.9,141448400
AMZN,2024-08-05,154.21,162.96,151.61,161.02,83149440
AMZN,2024-08-06,161.71,165.08,158.5404,161.93,59950830
AMZN,2024-08-07,166.55,167.58,161.43,162.77,48408240
AMZN,2024-08-08,165.165,166.6899,162.55,165.8,44616210
AMZN,2024-08-09,166.4,168.55,165.85,166.94,36401050
AMZN,2024-08-12,168.14,168.55,166.1101,166.8,30072790
AMZN,2024-08-13,167.81,171.04,167.1,170.23,39237920
AMZN,2024-08-14,172.11,172.28,168.86,170.1,28843800
AMZN,2024-08-15,174.86,177.91,173.99,177.59,51698510
AMZN,2024-08-16,177.04,178.34,176.2601,177.06,31489180
AMZN,2024-08-19,177.64,178.3,176.16,178.22,31129810
AMZN,2024-08-20,177.92,179.01,177.4308,178.88,26255200
AMZN,2024-08-21,179.92,182.385,178.8937,180.11,35599120
AMZN,2024-08-22,181.38,181.47,175.68,176.13,32047480
