symbol,date,open,high,low,close,volume
NFLX,2024-07-01,67.489,67.502,66.378,67.361,22128260
NFLX,2024-07-02,67.354,68.174,67.007,67.958,24114260
NFLX,2024-07-03,67.748,68.375,67.55,68.251,14035450
NFLX,2024-07-05,68.251,69.749,67.723,69.065,26590650
NFLX,2024-07-08,68.7,68.886,68.1485,68.574,19307860
NFLX,2024-07-09,69.0,69.527,68.472,68.574,25994740
NFLX,2024-07-10,68.502,68.722,67.316,67.765,26519280
NFLX,2024-07-11,67.2485,67.2485,64.744,65.275,51119280
NFLX,2024-07-12,65.275,65.592,64.3708,64.76,33551970
NFLX,2024-07-15,64.75,66.754,64.663,65.645,32087630
NFLX,2024-07-16,66.18,66.3675,64.913,65.632,26857060
NFLX,2024-07-17,65.0,65.045,63.947,64.746,40172770
NFLX,2024-07-18,65.66,65.704,63.9165,64.304,75757630
NFLX,2024-07-19,66.064,67.897,62.912,63.334,98156310
NFLX,2024-07-22,63.95,65.629,63.26,64.75,52190770
NFLX,2024-07-23,64.75,64.991,64.1,64.276,24635790
NFLX,2024-07-24,63.574,65.242,63.2674,63.599,48881630
NFLX,2024-07-25,64.1,64.998,62.17,63.409,45545390
NFLX,2024-07-26,64.5,64.699,62.977,63.137,31206590
NFLX,2024-07-29,63.461,63.461,62.393,62.696,24005370
NFLX,2024-07-30,63.017,63.469,61.7,62.258,34966090
NFLX,2024-07-31,62.657,63.36,62.258,62.835,31348770
NFLX,2024-08-01,62.925,64.671,61.761,62.485,37205730
NFLX,2024-08-02,62.098,62.527,60.835,61.364,35230030
NFLX,2024-08-05,58.704,60.4563,58.704,59.855,40442350
NFLX,2024-08-06,60.062,62.245,60.062,60.957,43190570
NFLX,2024-08-07,61.6065,63.2,61.064,61.148,31877910
NFLX,2024-08-08,62.199,63.229,61.602,63.035,32835420
NFLX,2024-08-09,62.299,63.662,62.299,63.394,19808360
NFLX,2024-08-12,63.1,63.9,62.707,63.314,23317120
NFLX,2024-08-13,63.856,65.097,63.55,64.802,26395710
NFLX,2024-08-14,64.87,66.357,64.87,66.168,40143440
NFLX,2024-08-15,66.849,67.319,65.98,66.322,32101730
NFLX,2024-08-16,66.943,68.023,66.536,67.407,35110140
NFLX,2024-08-19,67.407,68.884,67.291,68.853,30162270
NFLX,2024-08-20,68.886,71.133,68.8245,69.854,48131180
NFLX,2024-08-21,69.7,70.1,69.138,69.712,22353430
NFLX,2024-08-22,69.1,70.15,68.624,68.896,27293890
NFLX,2024-08-23,69.413,69.607,67.863,68.673,23544500
NFLX,2024-08-26,68.726,69.059,68.1638,68.844,13541540
NFLX,2024-08-27,68.853,70.789,68.692,69.572,31648780
NFLX,2024-08-28,69.583,69.667,67.71,68.384,24305830
NFLX,2024-08-29,69.0,69.98,68.607,69.248,21869740
NFLX,2024-08-30,70.036,70.186,68.816,70.135,32667230
NFLX,2024-09-03,70.01,70.386,67.101,67.532,31609640
NFLX,2024-09-04,67.331,68.465,67.306,67.968,17853370
NFLX,2024-09-05,67.314,68.731,67.186,68.362,18100720
NFLX,2024-09-06,68.186,68.3152,66.234,66.577,29912650
NFLX,2024-09-09,67.4,68.35,67.214,67.542,26831110
NFLX,2024-09-10,67.687,68.059,66.5805,67.362,20791820
NFLX,2024-09-11,67.746,68.297,66.08,68.147,23919240
